id	createDate	discussion_id	creator_id
279	1242050346278	97	1
280	1242054674443	95	234
281	1242061032388	95	8
282	1242068129244	98	234
283	1242068263388	95	234
284	1242078097257	95	38
285	1242078630047	99	30
286	1242085065845	98	160
287	1242086755414	100	234
288	1242095047951	99	1
289	1242119294081	101	232
290	1242119797718	101	232
291	1242123099502	100	234
292	1242123244326	102	8
293	1242123963499	102	234
294	1242126441648	101	269
295	1242135442516	102	8
296	1242136610779	101	269
297	1242138608578	101	232
298	1242141245791	101	269
299	1242141249831	101	269
300	1242143706207	99	30
301	1242145196585	102	3
302	1242147908482	101	232
303	1242150331384	103	1
304	1242161379073	77	52
305	1242161876014	102	8
306	1242162120935	77	8
307	1242169015672	104	162
308	1242171697139	105	234
309	1242200756597	106	232
310	1242204207081	103	39
311	1242218316619	107	8
312	1242222340831	107	8
313	1242227729729	108	1
314	1242246326476	109	1
315	1242248801173	110	92
316	1242248909739	111	92
317	1242248929729	109	246
318	1242248986728	112	92
319	1242249257759	113	92
320	1242249319275	114	8
321	1242249345548	115	8
322	1242249453962	116	8
323	1242249496477	117	8
324	1242249625848	118	8
325	1242249707521	119	8
326	1242249751919	120	8
327	1242260191605	102	10
328	1242271588510	121	52
329	1242273594328	121	232
330	1242295889033	109	229
331	1242302781746	122	253
332	1242303530964	123	52
333	1242310052611	124	234
334	1242325910830	125	3
335	1242337052195	126	234
336	1242338283901	127	8
337	1242338904010	127	8
338	1242375197127	122	8
339	1242384647024	128	269
340	1242387693755	129	92
341	1242388082862	107	8
342	1242388953942	122	217
343	1242391359459	126	234
344	1242395695464	107	8
345	1242396781583	130	234
346	1242397225296	130	188
347	1242398511905	130	234
348	1242407827733	130	8
349	1242409057767	131	8
350	1242409858600	107	8
351	1242410416884	131	52
352	1242414377122	131	8
353	1242414913228	131	8
354	1242429876226	130	234
355	1242613401013	107	8
356	1242624102379	132	234
357	1242642882156	133	8
358	1242682602547	132	234
359	1242743236856	134	234
360	1242749958778	134	234
361	1242767879929	134	234
362	1242788793481	134	8
363	1242796260482	134	234
364	1242810164890	135	2
365	1242816182135	134	8
366	1242818537127	135	160
367	1242820614182	134	234
368	1242827696100	134	234
369	1242854149363	134	8
370	1242861512674	134	234
371	1242926915181	1	249
372	1242928385017	136	313
373	1242928703407	137	1
374	1242928949044	137	313
375	1242932410881	137	1
376	1242932818992	138	1
377	1242942936655	134	38
378	1242964391564	134	8
379	1242972887774	1	313
380	1242990264439	139	123
381	1242991807007	139	38
382	1242994139405	1	217
383	1243000092687	1	1
384	1243000298667	1	1
385	1243003174173	140	123
386	1243004594912	140	188
387	1243006726214	141	318
388	1243008535298	141	119
389	1243008814378	142	119
390	1243009159274	141	8
391	1243010906425	142	123
392	1243015030870	141	52
393	1243021783151	140	38
394	1243023203175	143	1
395	1243027015678	143	188
396	1243029078043	143	234
397	1243074727298	143	48
398	1243097300020	144	319
399	1243188968161	144	8
400	1243219466264	143	38
401	1243220453372	143	38
402	1243222519210	143	38
403	1243235723231	143	313
404	1243236076907	144	313
405	1243236241241	144	313
406	1243251139881	144	48
407	1243264714213	144	319
408	1243269288495	144	2
409	1243269613097	143	2
410	1243303358683	143	160
411	1243304507284	144	319
412	1243329217280	145	2
413	1243348419714	143	234
414	1243352721542	141	318
415	1243369434659	146	123
416	1243369763722	146	234
417	1243416660554	144	2
418	1243427837683	147	2
419	1243444058147	148	3
420	1243458368062	146	30
421	1243460595249	149	8
422	1243460837467	149	8
423	1243473675255	144	312
424	1243479797627	144	1
425	1243500786460	144	313
426	1243508429911	144	1
427	1243516752056	150	265
428	1243517033024	150	234
429	1243517049237	151	234
430	1243521763416	152	30
431	1243522504034	150	38
432	1243522878690	150	119
433	1243522927117	153	119
434	1243529391592	154	38
435	1243529643258	151	123
436	1243530675297	150	318
440	1243559001035	157	234
442	1243567380966	158	3
443	1243584447541	159	331
444	1243594761074	159	48
445	1243596898324	159	331
446	1243602528423	159	1
447	1243605650476	159	188
448	1243606125563	159	331
449	1243606989968	160	1
450	1243611472743	159	1
451	1243613483831	161	30
452	1243618544235	159	217
453	1243620673941	159	1
454	1243624484693	162	38
455	1243628457932	159	1
456	1243631382991	162	3
457	1243666655221	163	8
458	1243835774694	136	8
459	1243837495582	159	331
460	1243837784218	160	331
461	1243864779078	164	1
462	1243865198081	165	1
463	1243865235879	166	1
464	1243865291878	167	1
465	1243869352731	168	30
466	1243884972003	169	123
467	1243887686661	170	8
468	1243891592417	169	228
469	1243891718200	171	1
470	1243925738943	172	8
471	1243927819066	169	8
472	1243943542530	173	2
473	1243953679683	162	119
474	1243955761759	174	8
475	1243961110518	175	1
476	1244064686767	174	8
477	1244065752148	174	1
478	1244069701415	176	8
479	1244069748674	177	8
480	1244129540136	178	119
481	1244129764165	178	119
482	1244130217799	178	119
483	1244132305510	178	228
484	1244132305918	178	10
485	1244132482760	178	228
486	1244134060966	178	119
487	1244144295794	179	8
488	1244147086864	179	1
489	1244147147599	179	1
490	1244165548731	180	30
491	1244196305640	181	73
492	1244201464409	182	8
493	1244201605781	183	8
494	1244202986092	182	8
495	1244204388564	178	234
496	1244204480858	178	234
497	1244204587304	180	234
498	1244211245359	184	123
499	1244212463428	185	234
500	1244212787667	178	119
501	1244215541106	178	234
502	1244215699339	186	8
503	1244215931252	186	8
504	1244217873686	178	119
505	1244218424114	178	234
506	1244226767156	186	8
507	1244227092547	186	8
508	1244256542766	187	228
509	1244421571537	188	38
510	1244421646617	187	8
511	1244421762271	187	38
512	1244424387039	188	38
513	1244425440291	188	38
514	1244443627851	189	8
515	1244443968135	189	8
516	1244443982027	189	8
517	1244449773169	190	2
518	1244451126358	189	8
519	1244451401678	189	8
520	1244452320047	191	8
521	1244470377370	192	8
522	1244471469973	193	8
523	1244471604960	188	234
524	1244474759342	188	38
525	1244513607368	194	38
526	1244522691704	194	3
527	1244556975771	194	119
528	1244650768529	194	30
529	1244685893120	195	38
530	1244687061971	195	38
531	1244716278694	196	123
532	1244718144493	197	2
533	1244729292056	198	1
534	1244737565073	197	8
535	1244738376043	197	8
536	1244738598936	197	8
537	1244738796027	199	52
538	1244739480502	199	52
539	1244739722729	199	8
540	1244752513807	200	3
541	1244810282413	201	8
542	1244810432181	201	123
543	1244812469632	201	8
544	1244816935692	202	234
545	1244821546049	203	1
546	1244829057857	203	1
549	1244991038153	188	234
550	1244991274967	205	234
551	1244991599945	195	394
552	1244991711878	206	394
553	1244991950899	207	394
554	1245023630607	188	38
555	1245051157095	208	8
556	1245051534644	209	8
557	1245077388739	210	52
558	1245077610016	211	52
559	1245132265357	212	3
560	1245132305020	212	3
561	1245153611734	213	10
562	1245154068600	213	123
563	1245166220935	213	10
564	1245175431474	213	123
565	1245183166725	214	343
566	1245188889413	214	52
567	1245209026059	215	8
568	1245209623913	215	8
569	1245216721078	215	3
570	1245226100502	215	8
571	1245226444598	215	8
572	1245234498028	216	8
573	1245234638448	216	8
574	1245249927752	215	3
575	1245250859122	215	3
576	1245255053282	215	72
577	1245256844860	215	3
578	1245275921051	216	2
579	1245300113991	217	38
580	1245306359141	215	72
582	1245306361701	215	72
583	1245311935901	216	8
584	1245324635495	216	8
585	1245346953813	216	8
586	1245350610526	217	119
587	1245393089380	218	3
588	1245393094820	219	3
589	1245393535889	219	3
590	1245416951965	219	3
591	1245423004528	220	119
592	1245428519213	221	3
593	1245434820168	222	3
594	1245440498820	223	215
595	1245442123403	222	215
596	1245450079935	222	215
597	1245625618069	224	123
598	1245656821882	225	8
599	1245656951369	226	8
600	1245657191295	226	8
601	1245668771716	225	8
602	1245671416442	227	2
603	1245671428767	228	2
604	1245671445736	229	2
605	1245672061014	229	2
606	1245689345872	230	8
607	1245689729962	230	8
608	1245703786669	230	8
609	1245708814242	230	8
610	1245722846644	231	8
611	1245727061013	232	3
612	1245727334189	233	3
613	1245739446560	215	427
614	1245740257947	234	427
615	1245740347184	234	427
616	1245742092586	215	8
617	1245790134230	231	8
618	1245812984868	235	343
619	1245817160088	235	427
620	1245835231972	235	8
621	1245846819048	235	2
622	1245859613162	235	8
623	1245870859751	236	8
624	1245871499003	237	8
625	1245871556834	238	8
626	1245871868236	238	8
627	1245929271982	239	346
628	1245934731925	240	1
629	1245934802097	239	123
630	1245955233060	234	428
631	1245960346856	239	3
632	1245960666726	239	3
633	1245964947283	234	541
634	1245965107348	241	8
635	1245965543157	239	3
636	1245968267565	234	428
637	1245979000737	242	428
638	1245997698206	243	427
639	1245997781763	243	427
640	1246034891530	244	428
641	1246036388414	244	3
642	1246037738350	244	3
643	1246037972016	244	3
644	1246105363460	234	418
645	1246255615475	245	8
646	1246255831943	245	8
647	1246257212742	246	8
648	1246258015712	246	8
649	1246268959083	247	8
650	1246286059977	248	350
651	1246338247400	248	8
652	1246343794562	239	418
653	1246361273217	249	123
654	1246366722882	248	350
655	1246412141564	248	203
656	1246425136335	250	8
657	1246425215671	250	8
658	1246446455011	248	418
659	1246446546152	248	418
660	1246446594647	248	418
661	1246446642462	248	418
662	1246455239902	251	8
663	1246455497429	250	8
664	1246456149466	251	8
665	1246456995924	248	350
666	1246491138239	252	123
667	1246494646896	252	418
668	1246494868941	248	418
669	1246545170576	252	119
670	1246559233007	253	350
671	1246566094394	252	3
672	1246569579153	254	428
673	1246570680500	254	3
674	1246570843321	254	3
675	1246571109800	255	428
676	1246571348954	255	3
677	1246572333413	255	428
678	1246572955028	254	428
679	1246573101532	254	3
680	1246579905855	255	418
681	1246591150031	255	8
682	1246592314749	255	418
683	1246598176353	255	8
684	1246599631764	254	565
685	1246599693351	247	8
686	1246600001009	247	8
687	1246601141456	255	418
688	1246602818279	255	418
689	1246605688709	256	418
690	1246615867752	257	586
691	1246642427546	255	276
692	1246642449019	255	8
693	1246647608603	255	428
694	1246668061006	255	418
695	1246733192790	258	421
696	1246738940377	258	428
697	1246741408121	258	421
698	1246757719279	258	418
699	1246758868433	258	418
700	1246758992052	258	418
701	1246760205416	258	421
702	1246760533979	258	418
703	1246760936290	258	418
704	1246761062313	258	421
705	1246761783958	258	418
706	1246791502753	259	331
707	1246797669389	258	541
708	1246828942664	258	10
709	1246841326975	258	418
710	1246847760951	258	421
711	1246848595759	258	418
712	1246848762581	258	10
713	1246848984357	258	418
714	1246850056848	258	1
715	1246851162395	258	418
716	1246852155396	258	418
717	1246854393426	259	428
718	1246856686800	259	418
719	1246856754407	259	418
720	1246858401381	258	428
721	1246860849251	258	418
722	1246860988143	259	331
723	1246862818567	259	586
724	1246863268237	259	418
725	1246864086207	259	418
726	1246864166336	260	8
727	1246864188837	259	418
728	1246866254099	259	586
729	1246867051812	259	418
730	1246867582433	259	586
731	1246867950174	260	8
732	1246869784186	260	8
733	1246870072339	261	8
734	1246875558817	259	418
735	1246875979973	259	586
736	1246877426843	259	586
737	1246887664790	259	418
738	1246888066321	259	418
739	1246891374823	259	418
740	1246900808232	259	427
741	1246900854266	259	427
742	1246905468480	259	586
743	1246912275957	259	331
744	1246912348193	259	331
745	1246929803271	259	427
746	1246950241067	259	331
747	1246963837219	259	418
748	1246968763691	259	586
749	1246974676181	262	586
750	1246985537216	263	8
751	1246991343100	264	92
752	1246992076193	264	119
753	1246994153951	264	10
754	1246998117545	265	8
755	1246998937915	264	234
756	1246999624774	259	331
757	1247000889196	264	215
758	1247004078416	264	217
759	1247009774090	264	92
760	1247014232602	259	427
761	1247023149692	264	234
762	1247026408732	264	418
763	1247031580816	259	427
764	1247062307312	264	234
765	1247067398269	264	418
766	1247073641481	264	119
767	1247075945184	264	498
768	1247076153682	266	123
769	1247076534059	266	119
770	1247107395942	259	427
771	1247110632317	264	234
772	1247110757960	266	234
773	1247120578189	267	427
774	1247146535454	267	119
775	1247148990376	264	234
776	1247150653615	264	234
777	1247151471810	264	119
778	1247152789405	267	427
779	1247164921249	268	52
780	1247174796238	267	331
781	1247174840257	267	331
782	1247175166027	264	215
783	1247182688231	267	573
784	1247188614248	267	427
785	1247188847197	267	427
786	1247198106586	267	418
787	1247199528565	267	234
788	1247199799505	264	234
789	1247200281316	267	427
790	1247201437666	267	427
791	1247216961576	269	2
792	1247232322085	267	234
793	1247234614431	264	119
794	1247234677014	267	48
795	1247235423437	267	234
796	1247235610519	264	234
797	1247235780825	270	350
798	1247235811131	271	350
799	1247236052336	271	234
800	1247236354838	271	119
801	1247236484761	271	1
802	1247236578874	271	350
803	1247236670628	271	48
804	1247237207314	267	427
805	1247237210614	267	427
806	1247237224103	267	427
807	1247237383048	271	427
808	1247238115325	271	10
809	1247238461697	271	119
810	1247238599873	271	234
811	1247238623062	271	427
812	1247238841106	271	427
813	1247239200439	271	119
814	1247240578545	272	2
815	1247242503211	271	8
816	1247263561646	271	331
817	1247273224461	271	350
818	1247284967125	271	427
819	1247381110274	264	418
820	1247382370163	264	418
821	1247382510099	264	418
822	1247383701915	264	418
823	1247425678927	264	498
824	1247426158862	273	498
825	1247447383389	264	3
826	1247449835585	264	418
827	1247458421594	259	427
828	1247463112132	271	418
829	1247486565462	259	331
830	1247492316091	271	1
831	1247492484257	271	1
832	1247494094555	259	427
833	1247495652500	259	427
834	1247496991532	264	119
835	1247497752666	271	119
836	1247511485835	259	331
837	1247540255676	259	427
838	1247548513055	259	325
839	1247551173462	274	2
840	1247663224922	275	569
841	1247663442490	275	418
842	1247665180457	275	418
843	1247665379905	276	234
844	1247665435688	275	569
845	1247665966538	275	234
846	1247666457638	275	119
847	1247689928484	277	48
848	1247702185530	275	418
849	1247710746662	278	8
850	1247716644670	277	92
851	1247723258363	279	427
852	1247723374966	279	427
853	1247730113890	277	8
854	1247745196061	280	418
855	1247747946046	280	1
856	1247752559457	275	569
857	1247752560461	275	569
858	1247752585718	275	569
859	1247753226639	279	427
860	1247753411501	279	427
861	1247753938339	280	418
862	1247754124494	275	418
863	1247754258810	279	418
864	1247759098574	279	427
865	1247795303637	275	569
866	1247806699198	275	502
867	1247813140689	275	569
868	1247842002974	279	427
869	1247851126910	278	1
870	1247854281762	76	541
871	1247884794501	76	418
872	1247931297019	281	52
873	1247931367063	281	52
874	1247931367935	281	52
875	1248051383834	282	427
876	1248051410868	282	427
877	1248053668220	282	38
878	1248061765098	282	427
879	1248062361904	282	427
880	1248062702195	282	427
881	1248067514517	281	427
882	1248067566960	281	427
883	1248073791799	283	52
884	1248077464340	283	2
885	1248091429716	283	418
886	1248109547401	278	8
887	1248142265901	282	427
888	1248156812918	284	52
889	1248157583486	285	418
890	1248157630525	286	569
891	1248157842541	285	418
892	1248158408129	286	569
893	1248162165051	286	418
894	1248162272729	286	418
895	1248162447043	286	418
896	1248163701379	286	569
897	1248167355559	286	418
898	1248171603297	286	569
899	1248171653476	285	569
900	1248172391690	285	418
901	1248181545619	275	613
902	1248184186998	275	418
903	1248255584607	287	8
904	1248257375461	288	8
905	1248258829912	282	502
906	1248259706342	275	502
907	1248273710648	289	119
908	1248282383062	289	10
909	1248284144902	289	119
910	1248298942370	282	961
911	1248300212570	289	203
912	1248306715124	289	119
913	1248318473959	289	418
914	1248333176636	290	961
915	1248335623128	283	418
916	1248356007998	289	10
917	1248356205025	289	10
918	1248359215436	289	418
919	1248360701821	289	427
920	1248361173644	289	418
921	1248362255286	289	10
922	1248362523577	289	119
923	1248364058076	290	961
924	1248364355157	291	961
925	1248391430900	289	418
926	1248404765088	292	569
927	1248409639630	292	890
928	1248412253131	282	502
929	1248425615508	293	1060
930	1248428973496	293	418
931	1248429157022	293	418
932	1248436170270	293	10
933	1248437083958	293	418
934	1248449354693	282	961
935	1248453637349	294	3
936	1248453871162	294	3
937	1248454254840	295	3
938	1248454541057	282	3
939	1248454582219	282	3
940	1248456973203	295	119
941	1248468332095	296	1
942	1248510596351	296	961
943	1248660247535	296	569
944	1248667991000	295	3
945	1248686324073	297	2
946	1248697930375	298	418
947	1248707015784	298	3
948	1248742306539	298	418
949	1248743211799	298	625
950	1248743508724	298	418
951	1248743987259	298	427
952	1248767519960	299	1060
953	1248768947406	299	418
954	1248787518820	298	123
955	1248793278908	298	418
956	1248793299337	298	418
957	1248796111334	298	418
958	1248807084491	291	350
959	1248818643370	296	1
960	1248826097334	300	393
961	1248832379364	301	8
962	1248834682652	298	890
963	1248845421232	298	427
964	1248845567096	298	418
965	1248845658293	302	52
966	1248845693375	303	52
967	1248876026900	302	2
968	1248921433987	304	30
969	1248928621797	300	907
970	1248986949261	305	8
971	1249004478448	233	1325
973	1249017626393	306	52
974	1249039885962	306	123
975	1249049322039	307	350
976	1249055047766	308	1
977	1249062565906	309	48
978	1249065362661	309	123
979	1249073829416	233	3
980	1249100236605	310	473
981	1249141890242	311	41
982	1249154689600	311	38
983	1249252600531	309	498
984	1249267377778	310	350
985	1249310925627	309	498
986	1249328034260	312	573
987	1249359667846	313	3
988	1249362325788	313	3
989	1249368890957	314	52
990	1249384464347	311	73
991	1249392165812	315	573
992	1249393409263	312	733
993	1249394678281	313	3
994	1249394765526	316	3
995	1249396272020	317	3
996	1249406680802	315	1075
997	1249406820866	315	1075
998	1249409028340	315	1354
999	1249412081602	318	1356
1000	1249415560883	315	1356
1001	1249415595933	318	1356
1002	1249418239385	315	573
1003	1249420297008	315	119
1004	1249428062347	315	114
1005	1249440208227	315	1356
1006	1249443485067	318	1356
1007	1249444189195	319	1356
1008	1249445188343	318	1356
1009	1249445423068	319	1356
1010	1249447684861	315	114
1011	1249450652499	318	1356
1012	1249452582222	320	1356
1013	1249457673914	318	1356
1014	1249512292351	316	92
1015	1249533421676	321	1356
1016	1249536663127	322	52
1017	1249537958348	323	3
1018	1249538705401	323	3
1019	1249538771132	315	8
1020	1249540597153	321	1356
1021	1249569325970	321	1356
1022	1249570379934	324	1356
1023	1249570961265	325	1356
1024	1249609271290	326	38
1025	1249610557270	309	3
1026	1249611551527	309	38
1027	1249623375584	327	52
1028	1249632002442	328	1385
1029	1249632331649	329	1385
1030	1249632422514	330	1385
1031	1249649463145	331	8
1032	1249658906982	332	3
1033	1249660153785	332	119
1034	1249676441328	331	1356
1035	1249701188337	331	8
1036	1249702855504	309	8
1037	1249751666764	309	38
1038	1249846091919	309	47
1039	1249934513776	333	1356
1040	1249934542246	334	1356
1041	1249934556003	335	1356
1042	1249935159653	336	1356
1043	1249938279904	337	1356
1044	1249940996811	333	1356
1045	1249941138815	338	1356
1046	1249942413774	338	1356
1047	1249955488211	339	240
1048	1249994883445	339	48
1049	1249997474683	339	234
1050	1250004913250	339	498
1051	1250017015606	339	3
1054	1250027190831	342	48
1055	1250030419975	323	428
1056	1250032778952	342	1356
1057	1250034237295	342	498
1058	1250035746814	339	428
1059	1250048919974	339	611
1060	1250079701404	339	160
1061	1250090959226	343	611
1062	1250108077181	344	611
1063	1250110667108	344	611
1064	1250128208711	345	160
1065	1250141640225	346	1356
1066	1250142694213	347	1372
1067	1250146747074	347	1372
1068	1250151493942	348	1372
1069	1250163632794	344	611
1070	1250165355012	349	160
1071	1250166811047	342	123
1072	1250168440371	350	541
1073	1250168673953	342	541
1074	1250170650341	350	350
1075	1250171698865	351	1356
1076	1250171910357	343	350
1077	1250171913229	352	1356
1078	1250172002237	353	1356
1079	1250172039371	354	1356
1080	1250172068361	355	1356
1081	1250172093611	356	1356
1082	1250172105739	357	1356
1083	1250172250211	353	1356
1084	1250172451743	356	1356
1085	1250173264697	357	1356
1086	1250173419790	351	1356
1087	1250175080645	343	611
1088	1250197377470	358	160
1089	1250197623660	359	160
1090	1250208824152	351	1423
1091	1250236016064	360	1372
1092	1250243239413	360	1356
1093	1250244472476	351	1356
1094	1250245154107	361	1442
1095	1250252230929	350	541
1096	1250260941003	361	10
1097	1250262190456	361	1442
1098	1250265143669	350	1462
1099	1250266197900	351	1356
1100	1250276644452	362	1372
1101	1250279407658	362	1372
1102	1250479550423	363	1372
1103	1250481002614	350	1530
1104	1250481872022	350	1530
1105	1250483719511	364	1530
1106	1250514937043	365	569
1107	1250517180219	365	1356
1108	1250517283949	365	1356
1109	1250517637655	366	1356
1110	1250530453143	365	123
1111	1250531717731	366	1356
1112	1250558850583	365	569
1113	1250559325674	365	160
1114	1250559894715	365	569
1115	1250561167049	367	1372
1116	1250561968895	368	160
1117	1250565975463	365	38
1118	1250583984954	339	1473
1119	1250583985406	339	1473
1120	1250600375310	366	1356
1121	1250601884492	369	1372
1122	1250601917886	370	1372
1123	1250606159254	331	8
1124	1250651182903	371	1372
1125	1250669838434	331	2
1126	1250670452429	372	2
1127	1250674829726	372	52
1128	1250678795346	372	48
1129	1250694500242	331	8
1130	1250696812502	373	350
1131	1250702552784	339	119
1132	1250702633541	364	119
1133	1250720237624	374	1372
1134	1250720381729	350	1372
1135	1250720452561	365	1372
1136	1250745453613	375	3
1137	1250750942451	365	8
1138	1250761200998	376	1403
1139	1250761260698	377	1403
1140	1250762014328	378	611
1141	1250772969113	339	1390
1142	1250773167457	350	1
1143	1250774631932	374	123
1144	1250792043238	374	1372
1145	1250792058383	374	1
1146	1250801202890	375	3
1147	1250824438020	365	569
1148	1250826760672	374	1372
1149	1250850709387	374	123
1150	1250856526718	374	1586
1151	1250860571216	377	1586
1152	1250865990085	374	1372
1153	1250884217625	365	712
1154	1250885075562	379	1442
